"""ZIPCODE"""," ""LATITUDE"""," ""LONGITUDE"""," ""CITY"""," ""STATE""","""STATENAME"""," ""COUNTY"""," ""ZIPCLASS"""
01226,42.470296,-73.08895,DALTON,MA,Massachusetts,BERKSHIRE,STANDARD
01227,42.516145,-73.092852,DALTON,MA,Massachusetts,BERKSHIRE,STANDARD
01229,42.279292,-73.343545,GLENDALE,MA,Massachusetts,BERKSHIRE,PO BOX ONLY
01230,42.299392,-73.26665,GREAT BARRINGTON,MA,Massachusetts,BERKSHIRE,STANDARD
01235,42.29237,-73.22164,HINSDALE,MA,Massachusetts,BERKSHIRE,STANDARD
01236,42.291299,-73.358798,HOUSATONIC,MA,Massachusetts,BERKSHIRE,STANDARD
01237,42.487569,-73.235048,LANESBORO,MA,Massachusetts,BERKSHIRE,STANDARD
01238,42.369856,-73.267465,LEE,MA,Massachusetts,BERKSHIRE,STANDARD
01240,42.459202,-73.219858,LENOX,MA,Massachusetts,BERKSHIRE,STANDARD
01242,42.338594,-73.250891,LENOX DALE,MA,Massachusetts,BERKSHIRE,PO BOX ONLY
01243,42.356088,-73.010448,MIDDLEFIELD,MA,Massachusetts,HAMPSHIRE,PO BOX ONLY
01244,42.122827,-73.253983,MILL RIVER,MA,Massachusetts,BERKSHIRE,PO BOX ONLY
01245,42.18669,-73.206498,MONTEREY,MA,Massachusetts,BERKSHIRE,STANDARD
01247,42.426974,-73.18632,NORTH ADAMS,MA,Massachusetts,BERKSHIRE,STANDARD
01252,42.198648,-73.446234,NORTH EGREMONT,MA,Massachusetts,BERKSHIRE,STANDARD
01253,42.213156,-73.090434,OTIS,MA,Massachusetts,BERKSHIRE,STANDARD
01254,42.233105,-73.238358,RICHMOND,MA,Massachusetts,BERKSHIRE,STANDARD
01255,42.148975,-73.14861,SANDISFIELD,MA,Massachusetts,BERKSHIRE,STANDARD
01256,42.367341,-73.128528,SAVOY,MA,Massachusetts,BERKSHIRE,STANDARD
01257,42.314564,-73.267694,SHEFFIELD,MA,Massachusetts,BERKSHIRE,STANDARD
01258,42.128075,-73.36089,SOUTH EGREMONT,MA,Massachusetts,BERKSHIRE,STANDARD
01259,42.198712,-73.278543,SOUTHFIELD,MA,Massachusetts,BERKSHIRE,STANDARD
01260,42.286586,-73.313274,SOUTH LEE,MA,Massachusetts,BERKSHIRE,PO BOX ONLY
01262,42.304604,-73.330001,STOCKBRIDGE,MA,Massachusetts,BERKSHIRE,PO BOX ONLY
01263,42.3929,-73.228483,STOCKBRIDGE,MA,Massachusetts,BERKSHIRE,UNIQUE
01264,42.220001,-73.197865,TYRINGHAM,MA,Massachusetts,BERKSHIRE,STANDARD
01266,42.360482,-73.265354,WEST STOCKBRIDGE,MA,Massachusetts,BERKSHIRE,STANDARD
01267,42.642075,-73.257699,WILLIAMSTOWN,MA,Massachusetts,BERKSHIRE,STANDARD
01270,42.443726,-73.116127,WINDSOR,MA,Massachusetts,BERKSHIRE,STANDARD
01301,42.601335,-72.623619,GREENFIELD,MA,Massachusetts,FRANKLIN,STANDARD
01302,42.522178,-72.624164,GREENFIELD,MA,Massachusetts,FRANKLIN,STANDARD
01330,42.562391,-72.738152,ASHFIELD,MA,Massachusetts,FRANKLIN,STANDARD
01331,42.547302,-72.183903,ATHOL,MA,Massachusetts,WORCESTER,STANDARD
01337,42.62706,-72.642888,BERNARDSTON,MA,Massachusetts,FRANKLIN,STANDARD
01338,42.573832,-72.769487,BUCKLAND,MA,Massachusetts,FRANKLIN,STANDARD
01339,42.594252,-72.665507,CHARLEMONT,MA,Massachusetts,FRANKLIN,STANDARD
01340,42.681539,-72.822986,COLRAIN,MA,Massachusetts,FRANKLIN,STANDARD
01341,42.590824,-72.70976,CONWAY,MA,Massachusetts,FRANKLIN,STANDARD
01342,42.54723,-72.607679,DEERFIELD,MA,Massachusetts,FRANKLIN,STANDARD
01343,42.642666,-72.986231,DRURY,MA,Massachusetts,BERKSHIRE,STANDARD
01344,42.627072,-72.553654,ERVING,MA,Massachusetts,FRANKLIN,STANDARD
01346,42.618011,-72.788896,HEATH,MA,Massachusetts,FRANKLIN,STANDARD
01347,42.556558,-72.518104,LAKE PLEASANT,MA,Massachusetts,FRANKLIN,PO BOX ONLY
01349,42.621412,-72.705633,TURNERS FALLS,MA,Massachusetts,FRANKLIN,STANDARD
01350,42.721456,-72.976204,MONROE BRIDGE,MA,Massachusetts,FRANKLIN,PO BOX ONLY
01351,42.548107,-72.48693,MONTAGUE,MA,Massachusetts,FRANKLIN,STANDARD
01354,42.522178,-72.624164,NORTHFIELD,MA,Massachusetts,FRANKLIN,STANDARD
01355,42.518718,-72.534371,NEW SALEM,MA,Massachusetts,FRANKLIN,STANDARD
01360,42.614152,-72.528209,NORTHFIELD,MA,Massachusetts,FRANKLIN,STANDARD
01364,42.578325,-72.556589,ORANGE,MA,Massachusetts,FRANKLIN,STANDARD
01366,42.459632,-72.182962,PETERSHAM,MA,Massachusetts,WORCESTER,STANDARD
01367,42.683065,-72.715667,ROWE,MA,Massachusetts,FRANKLIN,STANDARD
01368,42.672182,-72.196376,ROYALSTON,MA,Massachusetts,WORCESTER,STANDARD
01369,42.522178,-72.624164,SHATTUCKVILLE,MA,Massachusetts,FRANKLIN,STANDARD
01370,42.588812,-72.758781,SHELBURNE FALLS,MA,Massachusetts,FRANKLIN,STANDARD
01373,42.464522,-72.682346,SOUTH DEERFIELD,MA,Massachusetts,FRANKLIN,STANDARD
01375,42.565346,-72.70094,SUNDERLAND,MA,Massachusetts,FRANKLIN,STANDARD
01376,42.654878,-72.718123,TURNERS FALLS,MA,Massachusetts,FRANKLIN,STANDARD
01378,42.667059,-72.339655,WARWICK,MA,Massachusetts,FRANKLIN,STANDARD
01379,42.581007,-72.437179,WENDELL,MA,Massachusetts,FRANKLIN,STANDARD
01380,42.553431,-72.392694,WENDELL DEPOT,MA,Massachusetts,FRANKLIN,STANDARD
01420,42.583689,-71.816767,FITCHBURG,MA,Massachusetts,WORCESTER,STANDARD
01430,42.654906,-71.920942,ASHBURNHAM,MA,Massachusetts,WORCESTER,STANDARD
01431,42.446396,-71.459405,ASHBY,MA,Massachusetts,MIDDLESEX,STANDARD
01432,42.446396,-71.459405,AYER,MA,Massachusetts,MIDDLESEX,STANDARD
01436,42.601427,-72.083838,BALDWINVILLE,MA,Massachusetts,WORCESTER,STANDARD
01438,42.551681,-72.029434,EAST TEMPLETON,MA,Massachusetts,WORCESTER,PO BOX ONLY
01440,42.582529,-72.025884,GARDNER,MA,Massachusetts,WORCESTER,STANDARD
01441,42.364807,-71.896868,WESTMINSTER,MA,Massachusetts,WORCESTER,UNIQUE
01450,42.446396,-71.459405,GROTON,MA,Massachusetts,MIDDLESEX,STANDARD
01451,42.500187,-71.575864,HARVARD,MA,Massachusetts,WORCESTER,STANDARD
01452,42.483895,-72.011516,HUBBARDSTON,MA,Massachusetts,WORCESTER,STANDARD
01453,42.471316,-71.837509,LEOMINSTER,MA,Massachusetts,WORCESTER,STANDARD
01460,42.446396,-71.459405,LITTLETON,MA,Massachusetts,MIDDLESEX,STANDARD
01462,42.583322,-71.752266,LUNENBURG,MA,Massachusetts,WORCESTER,STANDARD
01463,42.446396,-71.459405,PEPPERELL,MA,Massachusetts,MIDDLESEX,STANDARD
01464,42.446396,-71.459405,SHIRLEY,MA,Massachusetts,MIDDLESEX,STANDARD
01467,42.487056,-71.613078,STILL RIVER,MA,Massachusetts,WORCESTER,PO BOX ONLY
01468,42.555059,-72.072285,TEMPLETON,MA,Massachusetts,WORCESTER,STANDARD
01469,42.446396,-71.459405,TOWNSEND,MA,Massachusetts,MIDDLESEX,STANDARD
01470,42.446396,-71.459405,GROTON,MA,Massachusetts,MIDDLESEX,UNIQUE
01471,42.446396,-71.459405,GROTON,MA,Massachusetts,MIDDLESEX,UNIQUE
01472,42.446396,-71.459405,WEST GROTON,MA,Massachusetts,MIDDLESEX,PO BOX ONLY
01473,42.549489,-71.913219,WESTMINSTER,MA,Massachusetts,WORCESTER,STANDARD
01474,42.446396,-71.459405,WEST TOWNSEND,MA,Massachusetts,MIDDLESEX,STANDARD
01475,42.661612,-72.047876,WINCHENDON,MA,Massachusetts,WORCESTER,STANDARD
01477,42.364807,-71.896868,WINCHENDON SPRINGS,MA,Massachusetts,WORCESTER,PO BOX ONLY
01501,42.184835,-71.947184,AUBURN,MA,Massachusetts,WORCESTER,STANDARD
01503,42.3129,-71.841656,BERLIN,MA,Massachusetts,WORCESTER,STANDARD
01504,42.114078,-71.799785,BLACKSTONE,MA,Massachusetts,WORCESTER,STANDARD
01505,42.300037,-71.943458,BOYLSTON,MA,Massachusetts,WORCESTER,STANDARD
01506,42.19169,-72.105011,BROOKFIELD,MA,Massachusetts,WORCESTER,STANDARD
01507,42.13277,-71.972627,CHARLTON,MA,Massachusetts,WORCESTER,STANDARD
01508,42.109748,-72.079455,CHARLTON CITY,MA,Massachusetts,WORCESTER,PO BOX ONLY
01509,42.364807,-71.896868,CHARLTON DEPOT,MA,Massachusetts,WORCESTER,PO BOX ONLY
01510,42.413972,-71.687523,CLINTON,MA,Massachusetts,WORCESTER,STANDARD
01515,42.205311,-72.049907,EAST BROOKFIELD,MA,Massachusetts,WORCESTER,STANDARD
01516,42.113076,-71.891139,DOUGLAS,MA,Massachusetts,WORCESTER,STANDARD
01517,42.364807,-71.896868,EAST PRINCETON,MA,Massachusetts,WORCESTER,PO BOX ONLY
01518,42.106405,-72.114045,FISKDALE,MA,Massachusetts,WORCESTER,STANDARD
01519,42.203944,-71.682862,GRAFTON,MA,Massachusetts,WORCESTER,STANDARD
01520,42.336791,-71.845316,HOLDEN,MA,Massachusetts,WORCESTER,STANDARD
01521,42.061063,-72.163991,HOLLAND,MA,Massachusetts,HAMPDEN,STANDARD
01522,42.264629,-71.795442,JEFFERSON,MA,Massachusetts,WORCESTER,STANDARD
01523,42.427188,-71.91177,LANCASTER,MA,Massachusetts,WORCESTER,STANDARD
01524,42.238192,-72.012379,LEICESTER,MA,Massachusetts,WORCESTER,STANDARD
01525,42.364807,-71.896868,LINWOOD,MA,Massachusetts,WORCESTER,PO BOX ONLY
01526,42.364807,-71.896868,MANCHAUG,MA,Massachusetts,WORCESTER,PO BOX ONLY
01527,42.255642,-71.819961,MILLBURY,MA,Massachusetts,WORCESTER,STANDARD
01529,42.124662,-71.846943,MILLVILLE,MA,Massachusetts,WORCESTER,STANDARD
01531,42.320938,-72.128644,NEW BRAINTREE,MA,Massachusetts,WORCESTER,STANDARD
01532,42.322118,-71.64282,NORTHBOROUGH,MA,Massachusetts,WORCESTER,STANDARD
01534,42.207191,-71.856807,NORTHBRIDGE,MA,Massachusetts,WORCESTER,STANDARD
01535,42.275382,-72.089338,NORTH BROOKFIELD,MA,Massachusetts,WORCESTER,STANDARD
01536,42.407556,-71.860402,NORTH GRAFTON,MA,Massachusetts,WORCESTER,STANDARD
01537,42.166241,-71.891052,NORTH OXFORD,MA,Massachusetts,WORCESTER,STANDARD
01538,42.364807,-71.896868,NORTH UXBRIDGE,MA,Massachusetts,WORCESTER,PO BOX ONLY
01540,42.109223,-71.855444,OXFORD,MA,Massachusetts,WORCESTER,STANDARD
01541,42.451926,-71.880057,PRINCETON,MA,Massachusetts,WORCESTER,STANDARD
01542,42.220085,-71.914361,ROCHDALE,MA,Massachusetts,WORCESTER,STANDARD
01543,42.383516,-71.95463,RUTLAND,MA,Massachusetts,WORCESTER,STANDARD
01545,42.286992,-71.715313,SHREWSBURY,MA,Massachusetts,WORCESTER,STANDARD
01546,42.364807,-71.896868,SHREWSBURY,MA,Massachusetts,WORCESTER,UNIQUE
01550,42.129251,-72.031155,SOUTHBRIDGE,MA,Massachusetts,WORCESTER,STANDARD
01560,42.176544,-71.681912,SOUTH GRAFTON,MA,Massachusetts,WORCESTER,STANDARD
01561,42.443539,-71.686137,SOUTH LANCASTER,MA,Massachusetts,WORCESTER,PO BOX ONLY
01562,42.254837,-72.065612,SPENCER,MA,Massachusetts,WORCESTER,STANDARD
01564,42.366765,-71.939375,STERLING,MA,Massachusetts,WORCESTER,STANDARD
01566,42.10273,-72.080996,STURBRIDGE,MA,Massachusetts,WORCESTER,STANDARD
01568,42.175591,-71.603197,UPTON,MA,Massachusetts,WORCESTER,STANDARD
01569,42.059736,-71.638438,UXBRIDGE,MA,Massachusetts,WORCESTER,STANDARD
01570,42.1351,-71.994169,WEBSTER,MA,Massachusetts,WORCESTER,STANDARD
01571,42.059189,-71.937037,DUDLEY,MA,Massachusetts,WORCESTER,STANDARD
01580,42.364807,-71.896868,WESTBOROUGH,MA,Massachusetts,WORCESTER,UNIQUE
01581,42.255222,-71.845865,WESTBOROUGH,MA,Massachusetts,WORCESTER,STANDARD
01582,42.364807,-71.896868,WESTBOROUGH,MA,Massachusetts,WORCESTER,UNIQUE
01583,42.362783,-71.781215,WEST BOYLSTON,MA,Massachusetts,WORCESTER,STANDARD
01585,42.235638,-72.172523,WEST BROOKFIELD,MA,Massachusetts,WORCESTER,STANDARD
01586,42.364807,-71.896868,WEST MILLBURY,MA,Massachusetts,WORCESTER,STANDARD
01588,42.166554,-71.899484,WHITINSVILLE,MA,Massachusetts,WORCESTER,STANDARD
01590,42.126575,-71.755193,SUTTON,MA,Massachusetts,WORCESTER,STANDARD
01601,42.265275,-71.879415,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01602,42.274595,-71.846966,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01603,42.245442,-71.839257,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01604,42.247955,-71.76678,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01605,42.288792,-71.796128,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01606,42.311834,-71.794465,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01607,42.226452,-71.792506,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01608,42.293501,-71.925696,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01609,42.282565,-71.827685,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01610,42.246483,-71.808915,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01611,42.239392,-71.878716,CHERRY VALLEY,MA,Massachusetts,WORCESTER,STANDARD
01612,42.304675,-71.892875,PAXTON,MA,Massachusetts,WORCESTER,STANDARD
01613,42.293316,-71.801971,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01614,42.364807,-71.896868,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01615,42.364807,-71.896868,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01653,42.364807,-71.896868,WORCESTER,MA,Massachusetts,WORCESTER,UNIQUE
01654,42.364807,-71.896868,WORCESTER,MA,Massachusetts,WORCESTER,UNIQUE
01655,42.364807,-71.896868,WORCESTER,MA,Massachusetts,WORCESTER,STANDARD
01701,42.446396,-71.459405,FRAMINGHAM,MA,Massachusetts,MIDDLESEX,STANDARD
01702,42.446396,-71.459405,FRAMINGHAM,MA,Massachusetts,MIDDLESEX,STANDARD
01703,42.446396,-71.459405,FRAMINGHAM,MA,Massachusetts,MIDDLESEX,STANDARD
01704,42.446396,-71.459405,FRAMINGHAM,MA,Massachusetts,MIDDLESEX,STANDARD
01705,42.446396,-71.459405,FRAMINGHAM,MA,Massachusetts,MIDDLESEX,STANDARD
01718,42.446396,-71.459405,VILLAGE OF NAGOG WOODS,MA,Massachusetts,MIDDLESEX,STANDARD
01719,42.446396,-71.459405,BOXBOROUGH,MA,Massachusetts,MIDDLESEX,STANDARD
01720,42.446396,-71.459405,ACTON,MA,Massachusetts,MIDDLESEX,STANDARD
01721,42.446396,-71.459405,ASHLAND,MA,Massachusetts,MIDDLESEX,STANDARD
01730,42.446396,-71.459405,BEDFORD,MA,Massachusetts,MIDDLESEX,STANDARD
01731,42.446396,-71.459405,HANSCOM AFB,MA,Massachusetts,MIDDLESEX,STANDARD
01740,42.436043,-71.605916,BOLTON,MA,Massachusetts,WORCESTER,STANDARD
01741,42.446396,-71.459405,CARLISLE,MA,Massachusetts,MIDDLESEX,STANDARD
01742,42.446396,-71.459405,CONCORD,MA,Massachusetts,MIDDLESEX,STANDARD
01745,42.293442,-71.502762,FAYVILLE,MA,Massachusetts,WORCESTER,STANDARD
01746,42.446396,-71.459405,HOLLISTON,MA,Massachusetts,MIDDLESEX,STANDARD
01747,42.127515,-71.533138,HOPEDALE,MA,Massachusetts,WORCESTER,STANDARD
01748,42.446396,-71.459405,HOPKINTON,MA,Massachusetts,MIDDLESEX,STANDARD
01749,42.446396,-71.459405,HUDSON,MA,Massachusetts,MIDDLESEX,STANDARD
01752,42.446396,-71.459405,MARLBOROUGH,MA,Massachusetts,MIDDLESEX,STANDARD
01754,42.446396,-71.459405,MAYNARD,MA,Massachusetts,MIDDLESEX,STANDARD
01756,42.100352,-71.546961,MENDON,MA,Massachusetts,WORCESTER,STANDARD
01757,42.147087,-71.528085,MILFORD,MA,Massachusetts,WORCESTER,STANDARD
01760,42.446396,-71.459405,NATICK,MA,Massachusetts,MIDDLESEX,STANDARD
01770,42.446396,-71.459405,SHERBORN,MA,Massachusetts,MIDDLESEX,STANDARD
01772,42.296842,-71.533229,SOUTHBOROUGH,MA,Massachusetts,WORCESTER,STANDARD
01773,42.446396,-71.459405,LINCOLN,MA,Massachusetts,MIDDLESEX,STANDARD
01775,42.446396,-71.459405,STOW,MA,Massachusetts,MIDDLESEX,STANDARD
01776,42.446396,-71.459405,SUDBURY,MA,Massachusetts,MIDDLESEX,STANDARD
01778,42.446396,-71.459405,WAYLAND,MA,Massachusetts,MIDDLESEX,STANDARD
01784,42.446396,-71.459405,WOODVILLE,MA,Massachusetts,MIDDLESEX,PO BOX ONLY
01801,42.488595,-71.157271,WOBURN,MA,Massachusetts,MIDDLESEX,STANDARD
01803,42.504844,-71.201539,BURLINGTON,MA,Massachusetts,MIDDLESEX,STANDARD
01805,42.446396,-71.459405,BURLINGTON,MA,Massachusetts,MIDDLESEX,UNIQUE
01806,42.446396,-71.459405,WOBURN,MA,Massachusetts,MIDDLESEX,UNIQUE
01807,42.446396,-71.459405,WOBURN,MA,Massachusetts,MIDDLESEX,UNIQUE
01808,42.446396,-71.459405,WOBURN,MA,Massachusetts,MIDDLESEX,UNIQUE
01810,42.647991,-71.165685,ANDOVER,MA,Massachusetts,ESSEX,STANDARD
01812,42.647191,-71.184202,ANDOVER,MA,Massachusetts,ESSEX,UNIQUE
01813,42.446396,-71.459405,WOBURN,MA,Massachusetts,MIDDLESEX,UNIQUE
01815,42.446396,-71.459405,WOBURN,MA,Massachusetts,MIDDLESEX,UNIQUE
01821,42.446396,-71.459405,BILLERICA,MA,Massachusetts,MIDDLESEX,STANDARD
01822,42.446396,-71.459405,BILLERICA,MA,Massachusetts,MIDDLESEX,STANDARD
01824,42.446396,-71.459405,CHELMSFORD,MA,Massachusetts,MIDDLESEX,STANDARD
01826,42.446396,-71.459405,DRACUT,MA,Massachusetts,MIDDLESEX,STANDARD
01827,42.446396,-71.459405,DUNSTABLE,MA,Massachusetts,MIDDLESEX,STANDARD
01830,42.792639,-71.072501,HAVERHILL,MA,Massachusetts,ESSEX,STANDARD
01831,42.771095,-71.122054,HAVERHILL,MA,Massachusetts,ESSEX,STANDARD
01832,42.789627,-71.126562,HAVERHILL,MA,Massachusetts,ESSEX,STANDARD
01833,42.72377,-70.981298,GEORGETOWN,MA,Massachusetts,ESSEX,STANDARD
01834,42.751074,-71.021437,GROVELAND,MA,Massachusetts,ESSEX,STANDARD
01835,42.752844,-71.084301,HAVERHILL,MA,Massachusetts,ESSEX,STANDARD
01840,42.70734,-71.161052,LAWRENCE,MA,Massachusetts,ESSEX,STANDARD
01841,42.70979,-71.164402,LAWRENCE,MA,Massachusetts,ESSEX,STANDARD
01842,42.635443,-70.879123,LAWRENCE,MA,Massachusetts,ESSEX,STANDARD
01843,42.71037,-71.088303,LAWRENCE,MA,Massachusetts,ESSEX,STANDARD
01844,42.73184,-71.186915,METHUEN,MA,Massachusetts,ESSEX,STANDARD
01845,42.672835,-71.087689,NORTH ANDOVER,MA,Massachusetts,ESSEX,STANDARD
01850,42.446396,-71.459405,LOWELL,MA,Massachusetts,MIDDLESEX,STANDARD
01851,42.446396,-71.459405,LOWELL,MA,Massachusetts,MIDDLESEX,STANDARD
01852,42.446396,-71.459405,LOWELL,MA,Massachusetts,MIDDLESEX,STANDARD
01853,42.446396,-71.459405,LOWELL,MA,Massachusetts,MIDDLESEX,STANDARD
01854,42.446396,-71.459405,LOWELL,MA,Massachusetts,MIDDLESEX,STANDARD
01860,42.802441,-71.0896,MERRIMAC,MA,Massachusetts,ESSEX,STANDARD
01862,42.446396,-71.459405,NORTH BILLERICA,MA,Massachusetts,MIDDLESEX,STANDARD
01863,42.446396,-71.459405,NORTH CHELMSFORD,MA,Massachusetts,MIDDLESEX,STANDARD
01864,42.581332,-71.083725,NORTH READING,MA,Massachusetts,MIDDLESEX,STANDARD
01865,42.446396,-71.459405,NUTTING LAKE,MA,Massachusetts,MIDDLESEX,PO BOX ONLY
01866,42.446396,-71.459405,PINEHURST,MA,Massachusetts,MIDDLESEX,PO BOX ONLY
01867,42.537065,-71.107172,READING,MA,Massachusetts,MIDDLESEX,STANDARD
01876,42.446396,-71.459405,TEWKSBURY,MA,Massachusetts,MIDDLESEX,STANDARD
01879,42.446396,-71.459405,TYNGSBORO,MA,Massachusetts,MIDDLESEX,STANDARD
01880,42.499891,-71.068829,WAKEFIELD,MA,Massachusetts,MIDDLESEX,STANDARD
01885,42.635443,-70.879123,WEST BOXFORD,MA,Massachusetts,ESSEX,PO BOX ONLY
01886,42.446396,-71.459405,WESTFORD,MA,Massachusetts,MIDDLESEX,STANDARD
01887,42.561782,-71.173888,WILMINGTON,MA,Massachusetts,MIDDLESEX,STANDARD
01888,42.446396,-71.459405,WOBURN,MA,Massachusetts,MIDDLESEX,STANDARD
01889,42.571633,-71.109646,NORTH READING,MA,Massachusetts,MIDDLESEX,UNIQUE
01890,42.454545,-71.148779,WINCHESTER,MA,Massachusetts,MIDDLESEX,STANDARD
01899,42.635443,-70.879123,ANDOVER,MA,Massachusetts,ESSEX,UNIQUE
01901,42.461246,-70.946743,LYNN,MA,Massachusetts,ESSEX,STANDARD
01902,42.473195,-70.928593,LYNN,MA,Massachusetts,ESSEX,STANDARD
01903,42.635443,-70.879123,LYNN,MA,Massachusetts,ESSEX,STANDARD
01904,42.488896,-70.964694,LYNN,MA,Massachusetts,ESSEX,STANDARD
01905,42.469395,-70.972844,LYNN,MA,Massachusetts,ESSEX,STANDARD
01906,42.472112,-70.997794,SAUGUS,MA,Massachusetts,ESSEX,STANDARD
01907,42.513295,-70.905893,SWAMPSCOTT,MA,Massachusetts,ESSEX,STANDARD
01908,42.427296,-70.922442,NAHANT,MA,Massachusetts,ESSEX,STANDARD
01910,42.454796,-70.974694,LYNN,MA,Massachusetts,ESSEX,UNIQUE
01913,42.853539,-70.948211,AMESBURY,MA,Massachusetts,ESSEX,STANDARD
01915,42.565145,-70.853843,BEVERLY,MA,Massachusetts,ESSEX,STANDARD
01921,42.683256,-71.017403,BOXFORD,MA,Massachusetts,ESSEX,STANDARD
01922,42.763216,-70.92812,BYFIELD,MA,Massachusetts,ESSEX,STANDARD
01923,42.577188,-70.949245,DANVERS,MA,Massachusetts,ESSEX,STANDARD
01929,42.62781,-70.780576,ESSEX,MA,Massachusetts,ESSEX,STANDARD
01930,42.630011,-70.694179,GLOUCESTER,MA,Massachusetts,ESSEX,STANDARD
01931,42.635443,-70.879123,GLOUCESTER,MA,Massachusetts,ESSEX,STANDARD
01936,42.635443,-70.879123,HAMILTON,MA,Massachusetts,ESSEX,PO BOX ONLY
01937,42.635443,-70.879123,HATHORNE,MA,Massachusetts,ESSEX,PO BOX ONLY
01938,42.68571,-70.864132,IPSWICH,MA,Massachusetts,ESSEX,STANDARD
01940,42.533732,-71.028775,LYNNFIELD,MA,Massachusetts,ESSEX,STANDARD
01944,42.579503,-70.755062,MANCHESTER,MA,Massachusetts,ESSEX,STANDARD
01945,42.56142,-70.770768,MARBLEHEAD,MA,Massachusetts,ESSEX,STANDARD
01949,42.644942,-71.087905,MIDDLETON,MA,Massachusetts,ESSEX,STANDARD
01950,42.80965,-70.873196,NEWBURYPORT,MA,Massachusetts,ESSEX,STANDARD
01951,42.777524,-70.867246,NEWBURY,MA,Massachusetts,ESSEX,STANDARD
01952,42.851234,-70.865667,SALISBURY,MA,Massachusetts,ESSEX,STANDARD
01960,42.536996,-70.973646,PEABODY,MA,Massachusetts,ESSEX,STANDARD
01961,42.635443,-70.879123,PEABODY,MA,Massachusetts,ESSEX,STANDARD
01965,42.558113,-70.825743,PRIDES CROSSING,MA,Massachusetts,ESSEX,PO BOX ONLY
01966,42.657866,-70.618057,ROCKPORT,MA,Massachusetts,ESSEX,STANDARD
01969,42.716155,-70.892754,ROWLEY,MA,Massachusetts,ESSEX,STANDARD
01970,42.512946,-70.904237,SALEM,MA,Massachusetts,ESSEX,STANDARD
01971,42.635443,-70.879123,SALEM,MA,Massachusetts,ESSEX,STANDARD
01982,42.626664,-70.851125,SOUTH HAMILTON,MA,Massachusetts,ESSEX,STANDARD
01983,42.661793,-70.954487,TOPSFIELD,MA,Massachusetts,ESSEX,STANDARD
01984,42.597691,-70.8732,WENHAM,MA,Massachusetts,ESSEX,STANDARD
01985,42.79414,-70.971068,WEST NEWBURY,MA,Massachusetts,ESSEX,STANDARD
02018,41.970474,-70.701357,ACCORD,MA,Massachusetts,PLYMOUTH,STANDARD
02019,42.076501,-71.470464,BELLINGHAM,MA,Massachusetts,NORFOLK,STANDARD
02020,42.081825,-70.643868,BRANT ROCK,MA,Massachusetts,PLYMOUTH,PO BOX ONLY
02021,42.179146,-71.121185,CANTON,MA,Massachusetts,NORFOLK,STANDARD
02025,42.233938,-70.815826,COHASSET,MA,Massachusetts,NORFOLK,STANDARD
02026,42.244733,-71.181141,DEDHAM,MA,Massachusetts,NORFOLK,STANDARD
02027,42.180048,-71.08923,DEDHAM,MA,Massachusetts,NORFOLK,STANDARD
02030,42.236114,-71.283072,DOVER,MA,Massachusetts,NORFOLK,STANDARD
02031,41.998799,-71.200894,EAST MANSFIELD,MA,Massachusetts,BRISTOL,STANDARD
02032,42.153786,-71.21455,EAST WALPOLE,MA,Massachusetts,NORFOLK,STANDARD
02035,42.062204,-71.235774,FOXBORO,MA,Massachusetts,NORFOLK,STANDARD
02038,42.08868,-71.404814,FRANKLIN,MA,Massachusetts,NORFOLK,STANDARD
02040,41.970474,-70.701357,GREENBUSH,MA,Massachusetts,PLYMOUTH,STANDARD
02041,42.069642,-70.649075,GREEN HARBOR,MA,Massachusetts,PLYMOUTH,PO BOX ONLY
02043,42.212105,-70.884989,HINGHAM,MA,Massachusetts,PLYMOUTH,STANDARD
02044,41.970474,-70.701357,HINGHAM,MA,Massachusetts,PLYMOUTH,UNIQUE
02045,42.284413,-70.873659,HULL,MA,Massachusetts,PLYMOUTH,STANDARD
02047,42.142836,-70.69353,HUMAROCK,MA,Massachusetts,PLYMOUTH,PO BOX ONLY
02048,42.013182,-71.218373,MANSFIELD,MA,Massachusetts,BRISTOL,STANDARD
02050,42.111805,-70.710744,MARSHFIELD,MA,Massachusetts,PLYMOUTH,STANDARD
02051,42.151202,-70.734146,MARSHFIELD HILLS,MA,Massachusetts,PLYMOUTH,PO BOX ONLY
02052,42.181265,-71.309934,MEDFIELD,MA,Massachusetts,NORFOLK,STANDARD
02053,42.156282,-71.427663,MEDWAY,MA,Massachusetts,NORFOLK,STANDARD
02054,42.165249,-71.36126,MILLIS,MA,Massachusetts,NORFOLK,STANDARD
02055,41.970474,-70.701357,MINOT,MA,Massachusetts,PLYMOUTH,STANDARD
