"""ZIPCODE"""," ""LATITUDE"""," ""LONGITUDE"""," ""CITY"""," ""STATE""","""STATENAME"""," ""COUNTY"""," ""ZIPCLASS"""
04419,44.808062,-68.940624,CARMEL,ME,Maine,PENOBSCOT,STANDARD
04420,44.412968,-68.798047,CASTINE,ME,Maine,HANCOCK,UNIQUE
04421,44.415639,-68.792883,CASTINE,ME,Maine,HANCOCK,STANDARD
04422,45.066999,-69.040695,CHARLESTON,ME,Maine,PENOBSCOT,STANDARD
04423,45.039478,-68.529182,COSTIGAN,ME,Maine,PENOBSCOT,STANDARD
04424,45.658831,-67.866054,DANFORTH,ME,Maine,WASHINGTON,STANDARD
04426,45.171605,-69.207725,DOVER FOXCROFT,ME,Maine,PISCATAQUIS,STANDARD
04427,44.989376,-68.865187,CORINTH,ME,Maine,PENOBSCOT,STANDARD
04428,44.79169,-68.577728,EDDINGTON,ME,Maine,PENOBSCOT,STANDARD
04429,44.894294,-68.818345,HOLDEN,ME,Maine,PENOBSCOT,STANDARD
04430,45.233408,-68.689174,EAST MILLINOCKET,ME,Maine,PENOBSCOT,STANDARD
04431,44.561174,-68.664735,EAST ORLAND,ME,Maine,HANCOCK,PO BOX ONLY
04434,45.519867,-68.647416,ETNA,ME,Maine,PENOBSCOT,STANDARD
04435,44.966032,-69.13308,EXETER,ME,Maine,PENOBSCOT,STANDARD
04438,44.632657,-68.849975,FRANKFORT,ME,Maine,WALDO,STANDARD
04441,45.792364,-69.30463,GREENVILLE,ME,Maine,PISCATAQUIS,STANDARD
04442,45.792364,-69.30463,GREENVILLE JUNCTION,ME,Maine,PISCATAQUIS,STANDARD
04443,45.315976,-69.457444,GUILFORD,ME,Maine,PISCATAQUIS,STANDARD
04444,44.835984,-68.829046,HAMPDEN,ME,Maine,PENOBSCOT,STANDARD
04448,45.245635,-68.666632,HOWLAND,ME,Maine,PENOBSCOT,STANDARD
04449,45.006054,-68.884621,HUDSON,ME,Maine,PENOBSCOT,STANDARD
04450,44.918877,-68.965803,KENDUSKEAG,ME,Maine,PENOBSCOT,STANDARD
04451,45.519867,-68.647416,KINGMAN,ME,Maine,PENOBSCOT,STANDARD
04453,44.787229,-69.21821,LAGRANGE,ME,Maine,PENOBSCOT,STANDARD
04454,45.002969,-67.495548,LAMBERT LAKE,ME,Maine,WASHINGTON,PO BOX ONLY
04455,45.519867,-68.647416,LEE,ME,Maine,PENOBSCOT,STANDARD
04456,44.871231,-69.011636,LEVANT,ME,Maine,PENOBSCOT,STANDARD
04457,45.366794,-68.49299,LINCOLN,ME,Maine,PENOBSCOT,STANDARD
04459,45.519867,-68.647416,MATTAWAMKEAG,ME,Maine,PENOBSCOT,STANDARD
04460,45.618608,-68.543602,MEDWAY,ME,Maine,PENOBSCOT,STANDARD
04461,45.0542,-68.595946,MILFORD,ME,Maine,PENOBSCOT,STANDARD
04462,45.226479,-68.752091,MILLINOCKET,ME,Maine,PENOBSCOT,STANDARD
04463,45.244612,-68.975988,MILO,ME,Maine,PISCATAQUIS,STANDARD
04464,45.792364,-69.30463,MONSON,ME,Maine,PISCATAQUIS,STANDARD
04467,45.519867,-68.647416,OLAMON,ME,Maine,PENOBSCOT,PO BOX ONLY
04468,45.040655,-68.722962,OLD TOWN,ME,Maine,PENOBSCOT,STANDARD
04469,45.002798,-68.63343,ORONO,ME,Maine,PENOBSCOT,UNIQUE
04471,46.516166,-68.886826,ORIENT,ME,Maine,AROOSTOOK,STANDARD
04472,44.409375,-68.625903,ORLAND,ME,Maine,HANCOCK,STANDARD
04473,45.068848,-68.744361,ORONO,ME,Maine,PENOBSCOT,STANDARD
04474,44.842939,-68.782487,ORRINGTON,ME,Maine,PENOBSCOT,STANDARD
04475,45.040668,-68.618775,PASSADUMKEAG,ME,Maine,PENOBSCOT,STANDARD
04476,44.433911,-68.721716,PENOBSCOT,ME,Maine,HANCOCK,STANDARD
04478,45.28657,-70.054629,ROCKWOOD,ME,Maine,SOMERSET,STANDARD
04479,45.792364,-69.30463,SANGERVILLE,ME,Maine,PISCATAQUIS,STANDARD
04481,45.792364,-69.30463,SEBEC,ME,Maine,PISCATAQUIS,STANDARD
04485,45.792364,-69.30463,SHIRLEY MILLS,ME,Maine,PISCATAQUIS,STANDARD
04487,45.519867,-68.647416,SPRINGFIELD,ME,Maine,PENOBSCOT,STANDARD
04488,44.894697,-69.142341,STETSON,ME,Maine,PENOBSCOT,STANDARD
04489,44.922368,-68.686796,STILLWATER,ME,Maine,PENOBSCOT,PO BOX ONLY
04490,45.002969,-67.495548,TOPSFIELD,ME,Maine,WASHINGTON,STANDARD
04491,45.002969,-67.495548,VANCEBORO,ME,Maine,WASHINGTON,PO BOX ONLY
04492,45.002969,-67.495548,WAITE,ME,Maine,WASHINGTON,STANDARD
04493,45.519867,-68.647416,WEST ENFIELD,ME,Maine,PENOBSCOT,STANDARD
04495,45.519867,-68.647416,WINN,ME,Maine,PENOBSCOT,STANDARD
04496,44.65337,-68.917487,WINTERPORT,ME,Maine,WALDO,STANDARD
04497,46.516166,-68.886826,WYTOPITLOCK,ME,Maine,AROOSTOOK,STANDARD
04530,43.867892,-69.826495,BATH,ME,Maine,SAGADAHOC,STANDARD
04535,44.008962,-69.566684,ALNA,ME,Maine,LINCOLN,STANDARD
04536,44.021333,-69.523263,BAYVILLE,ME,Maine,LINCOLN,STANDARD
04537,43.894903,-69.627163,BOOTHBAY,ME,Maine,LINCOLN,STANDARD
04538,43.956167,-69.517161,BOOTHBAY HARBOR,ME,Maine,LINCOLN,STANDARD
04539,43.928967,-69.598725,BRISTOL,ME,Maine,LINCOLN,STANDARD
04541,43.884294,-69.479184,CHAMBERLAIN,ME,Maine,LINCOLN,STANDARD
04543,43.986485,-69.424228,DAMARISCOTTA,ME,Maine,LINCOLN,STANDARD
04544,43.82677,-69.597446,EAST BOOTHBAY,ME,Maine,LINCOLN,STANDARD
04547,44.010424,-69.231179,FRIENDSHIP,ME,Maine,KNOX,STANDARD
04548,43.805389,-69.745295,GEORGETOWN,ME,Maine,SAGADAHOC,STANDARD
04549,44.021333,-69.523263,ISLE OF SPRINGS,ME,Maine,LINCOLN,STANDARD
04551,44.010411,-69.440192,BREMEN,ME,Maine,LINCOLN,STANDARD
04552,44.021333,-69.523263,NEWAGEN,ME,Maine,LINCOLN,STANDARD
04553,43.991336,-69.503427,NEWCASTLE,ME,Maine,LINCOLN,STANDARD
04554,43.870936,-69.566313,NEW HARBOR,ME,Maine,LINCOLN,STANDARD
04555,44.074877,-69.536374,NOBLEBORO,ME,Maine,LINCOLN,STANDARD
04556,43.931748,-69.587334,EDGECOMB,ME,Maine,LINCOLN,STANDARD
04558,43.896727,-69.509282,PEMAQUID,ME,Maine,LINCOLN,STANDARD
04562,43.789616,-69.810821,PHIPPSBURG,ME,Maine,SAGADAHOC,STANDARD
04563,44.02301,-69.255572,CUSHING,ME,Maine,KNOX,STANDARD
04564,43.932449,-69.468052,ROUND POND,ME,Maine,LINCOLN,STANDARD
04565,43.773312,-69.863461,SEBASCO ESTATES,ME,Maine,SAGADAHOC,PO BOX ONLY
04567,43.900856,-69.859541,SMALL POINT,ME,Maine,SAGADAHOC,STANDARD
04568,43.877877,-69.612725,SOUTH BRISTOL,ME,Maine,LINCOLN,STANDARD
04570,44.021333,-69.523263,SQUIRREL ISLAND,ME,Maine,LINCOLN,STANDARD
04571,43.88261,-69.680144,TREVETT,ME,Maine,LINCOLN,STANDARD
04572,44.038581,-69.415708,WALDOBORO,ME,Maine,LINCOLN,STANDARD
04573,43.929821,-69.592127,WALPOLE,ME,Maine,LINCOLN,STANDARD
04574,44.162384,-69.387795,WASHINGTON,ME,Maine,KNOX,STANDARD
04575,43.854534,-69.660795,WEST BOOTHBAY HARBOR,ME,Maine,LINCOLN,PO BOX ONLY
04576,43.935605,-69.529648,SOUTHPORT,ME,Maine,LINCOLN,STANDARD
04578,43.964901,-69.597134,WISCASSET,ME,Maine,LINCOLN,STANDARD
04579,43.938696,-69.764378,WOOLWICH,ME,Maine,SAGADAHOC,STANDARD
04605,44.477935,-68.356311,ELLSWORTH,ME,Maine,HANCOCK,STANDARD
04606,45.002969,-67.495548,ADDISON,ME,Maine,WASHINGTON,STANDARD
04607,44.483471,-68.090339,GOULDSBORO,ME,Maine,HANCOCK,STANDARD
04609,44.362323,-68.305513,BAR HARBOR,ME,Maine,HANCOCK,STANDARD
04611,45.002969,-67.495548,BEALS,ME,Maine,WASHINGTON,PO BOX ONLY
04612,44.239876,-68.354598,BERNARD,ME,Maine,HANCOCK,STANDARD
04613,44.641873,-68.391481,BIRCH HARBOR,ME,Maine,HANCOCK,STANDARD
04614,44.29691,-68.623927,BLUE HILL,ME,Maine,HANCOCK,STANDARD
04615,44.641873,-68.391481,BLUE HILL FALLS,ME,Maine,HANCOCK,STANDARD
04616,44.258121,-68.567404,BROOKLIN,ME,Maine,HANCOCK,STANDARD
04617,44.337581,-68.765568,BROOKSVILLE,ME,Maine,HANCOCK,STANDARD
04619,45.188254,-67.389101,CALAIS,ME,Maine,WASHINGTON,STANDARD
04622,44.603258,-67.923248,CHERRYFIELD,ME,Maine,WASHINGTON,STANDARD
04623,44.698608,-67.779881,COLUMBIA FALLS,ME,Maine,WASHINGTON,STANDARD
04624,44.641873,-68.391481,COREA,ME,Maine,HANCOCK,STANDARD
04625,44.641873,-68.391481,CRANBERRY ISLES,ME,Maine,HANCOCK,PO BOX ONLY
04626,45.002969,-67.495548,CUTLER,ME,Maine,WASHINGTON,STANDARD
04627,44.213503,-68.711691,DEER ISLE,ME,Maine,HANCOCK,STANDARD
04628,45.002969,-67.495548,DENNYSVILLE,ME,Maine,WASHINGTON,STANDARD
04629,44.641873,-68.391481,EAST BLUE HILL,ME,Maine,HANCOCK,STANDARD
04630,44.70746,-67.46247,EAST MACHIAS,ME,Maine,WASHINGTON,STANDARD
04631,45.036287,-67.136853,EASTPORT,ME,Maine,WASHINGTON,STANDARD
04634,44.595131,-68.233576,FRANKLIN,ME,Maine,HANCOCK,STANDARD
04635,44.641873,-68.391481,FRENCHBORO,ME,Maine,HANCOCK,PO BOX ONLY
04637,45.185635,-67.601026,GRAND LAKE STREAM,ME,Maine,WASHINGTON,STANDARD
04640,44.641873,-68.391481,HANCOCK,ME,Maine,HANCOCK,STANDARD
04642,44.641873,-68.391481,HARBORSIDE,ME,Maine,HANCOCK,STANDARD
04643,45.002969,-67.495548,HARRINGTON,ME,Maine,WASHINGTON,STANDARD
04644,44.641873,-68.391481,HULLS COVE,ME,Maine,HANCOCK,PO BOX ONLY
04645,44.032196,-69.148017,ISLE AU HAUT,ME,Maine,KNOX,STANDARD
04646,44.641873,-68.391481,ISLESFORD,ME,Maine,HANCOCK,PO BOX ONLY
04648,45.002969,-67.495548,JONESBORO,ME,Maine,WASHINGTON,STANDARD
04649,45.002969,-67.495548,JONESPORT,ME,Maine,WASHINGTON,STANDARD
04650,44.641873,-68.391481,LITTLE DEER ISLE,ME,Maine,HANCOCK,STANDARD
04652,44.904288,-67.040767,LUBEC,ME,Maine,WASHINGTON,STANDARD
04653,44.641873,-68.391481,BASS HARBOR,ME,Maine,HANCOCK,STANDARD
04654,44.660627,-67.469196,MACHIAS,ME,Maine,WASHINGTON,STANDARD
04655,45.002969,-67.495548,MACHIASPORT,ME,Maine,WASHINGTON,STANDARD
04656,44.641873,-68.391481,MANSET,ME,Maine,HANCOCK,STANDARD
04657,45.002969,-67.495548,MEDDYBEMPS,ME,Maine,WASHINGTON,STANDARD
04658,45.002969,-67.495548,MILBRIDGE,ME,Maine,WASHINGTON,STANDARD
04660,44.334692,-68.308737,MOUNT DESERT,ME,Maine,HANCOCK,STANDARD
04662,44.294073,-68.284865,NORTHEAST HARBOR,ME,Maine,HANCOCK,PO BOX ONLY
04664,44.641873,-68.391481,SULLIVAN,ME,Maine,HANCOCK,STANDARD
04665,44.641873,-68.391481,OTTER CREEK,ME,Maine,HANCOCK,PO BOX ONLY
04666,44.930092,-67.156533,PEMBROKE,ME,Maine,WASHINGTON,STANDARD
04667,45.013348,-67.097043,PERRY,ME,Maine,WASHINGTON,STANDARD
04668,45.209229,-67.575432,PRINCETON,ME,Maine,WASHINGTON,STANDARD
04669,44.641873,-68.391481,PROSPECT HARBOR,ME,Maine,HANCOCK,STANDARD
04671,45.002969,-67.495548,ROBBINSTON,ME,Maine,WASHINGTON,STANDARD
04672,44.413523,-68.251778,SALSBURY COVE,ME,Maine,HANCOCK,PO BOX ONLY
04673,44.313629,-68.686305,SARGENTVILLE,ME,Maine,HANCOCK,STANDARD
04674,44.641873,-68.391481,SEAL COVE,ME,Maine,HANCOCK,STANDARD
04675,44.299037,-68.246314,SEAL HARBOR,ME,Maine,HANCOCK,PO BOX ONLY
04676,44.399111,-68.701228,SEDGWICK,ME,Maine,HANCOCK,STANDARD
04677,44.491175,-68.19137,SORRENTO,ME,Maine,HANCOCK,STANDARD
04679,44.390897,-68.261568,SOUTHWEST HARBOR,ME,Maine,HANCOCK,STANDARD
04680,45.002969,-67.495548,STEUBEN,ME,Maine,WASHINGTON,STANDARD
04681,44.641873,-68.391481,STONINGTON,ME,Maine,HANCOCK,STANDARD
04683,44.641873,-68.391481,SUNSET,ME,Maine,HANCOCK,STANDARD
04684,44.641873,-68.391481,SURRY,ME,Maine,HANCOCK,STANDARD
04685,44.213118,-68.396479,SWANS ISLAND,ME,Maine,HANCOCK,STANDARD
04686,45.002969,-67.495548,WESLEY,ME,Maine,WASHINGTON,STANDARD
04690,44.641873,-68.391481,WEST TREMONT,ME,Maine,HANCOCK,STANDARD
04691,45.002969,-67.495548,WHITING,ME,Maine,WASHINGTON,STANDARD
04693,44.387188,-68.074964,WINTER HARBOR,ME,Maine,HANCOCK,STANDARD
04694,45.152637,-67.37741,BAILEYVILLE,ME,Maine,WASHINGTON,STANDARD
04730,46.121345,-67.833009,HOULTON,ME,Maine,AROOSTOOK,STANDARD
04732,46.975725,-68.39816,ASHLAND,ME,Maine,AROOSTOOK,STANDARD
04733,46.516166,-68.886826,BENEDICTA,ME,Maine,AROOSTOOK,STANDARD
04734,46.516166,-68.886826,BLAINE,ME,Maine,AROOSTOOK,PO BOX ONLY
04735,46.516166,-68.886826,BRIDGEWATER,ME,Maine,AROOSTOOK,STANDARD
04736,46.871355,-68.025442,CARIBOU,ME,Maine,AROOSTOOK,STANDARD
04737,46.516166,-68.886826,CLAYTON LAKE,ME,Maine,AROOSTOOK,STANDARD
04738,46.516166,-68.886826,CROUSEVILLE,ME,Maine,AROOSTOOK,PO BOX ONLY
04739,46.516166,-68.886826,EAGLE LAKE,ME,Maine,AROOSTOOK,STANDARD
04740,46.611101,-67.85582,EASTON,ME,Maine,AROOSTOOK,STANDARD
04741,46.516166,-68.886826,ESTCOURT STATION,ME,Maine,AROOSTOOK,STANDARD
04742,46.746453,-67.841507,FORT FAIRFIELD,ME,Maine,AROOSTOOK,STANDARD
04743,47.056484,-68.255868,FORT KENT,ME,Maine,AROOSTOOK,STANDARD
04744,46.516166,-68.886826,FORT KENT MILLS,ME,Maine,AROOSTOOK,PO BOX ONLY
04745,47.295289,-68.39192,FRENCHVILLE,ME,Maine,AROOSTOOK,STANDARD
04746,47.00434,-67.998581,GRAND ISLE,ME,Maine,AROOSTOOK,STANDARD
04747,46.011345,-68.273154,ISLAND FALLS,ME,Maine,AROOSTOOK,STANDARD
04750,46.906749,-67.851979,LIMESTONE,ME,Maine,AROOSTOOK,STANDARD
04751,46.892918,-67.9643,LIMESTONE,ME,Maine,AROOSTOOK,UNIQUE
04756,46.934538,-68.109616,MADAWASKA,ME,Maine,AROOSTOOK,STANDARD
04757,47.007842,-68.182061,MAPLETON,ME,Maine,AROOSTOOK,STANDARD
04758,46.551571,-67.84817,MARS HILL,ME,Maine,AROOSTOOK,STANDARD
04759,46.516166,-68.886826,MASARDIS,ME,Maine,AROOSTOOK,STANDARD
04760,46.516166,-68.886826,MONTICELLO,ME,Maine,AROOSTOOK,STANDARD
04761,46.100442,-68.003376,NEW LIMERICK,ME,Maine,AROOSTOOK,STANDARD
04762,46.976619,-68.205546,NEW SWEDEN,ME,Maine,AROOSTOOK,STANDARD
04763,46.09998,-68.14487,OAKFIELD,ME,Maine,AROOSTOOK,STANDARD
04764,46.516166,-68.886826,OXBOW,ME,Maine,AROOSTOOK,STANDARD
04765,45.999084,-68.443112,PATTEN,ME,Maine,PENOBSCOT,STANDARD
04766,46.516166,-68.886826,PERHAM,ME,Maine,AROOSTOOK,STANDARD
04768,46.516166,-68.886826,PORTAGE,ME,Maine,AROOSTOOK,PO BOX ONLY
04769,46.715072,-68.012557,PRESQUE ISLE,ME,Maine,AROOSTOOK,STANDARD
04770,46.516166,-68.886826,QUIMBY,ME,Maine,AROOSTOOK,PO BOX ONLY
04772,47.263956,-68.335025,SAINT AGATHA,ME,Maine,AROOSTOOK,STANDARD
04773,46.516166,-68.886826,SAINT DAVID,ME,Maine,AROOSTOOK,STANDARD
04774,46.516166,-68.886826,SAINT FRANCIS,ME,Maine,AROOSTOOK,STANDARD
04775,46.516166,-68.886826,SHERIDAN,ME,Maine,AROOSTOOK,PO BOX ONLY
04776,46.516166,-68.886826,SHERMAN MILLS,ME,Maine,AROOSTOOK,STANDARD
04777,45.519867,-68.647416,SHERMAN STATION,ME,Maine,PENOBSCOT,STANDARD
04779,46.516166,-68.886826,SINCLAIR,ME,Maine,AROOSTOOK,STANDARD
04780,46.516166,-68.886826,SMYRNA MILLS,ME,Maine,AROOSTOOK,STANDARD
04781,46.516166,-68.886826,WALLAGRASS,ME,Maine,AROOSTOOK,STANDARD
04782,45.519867,-68.647416,STACYVILLE,ME,Maine,PENOBSCOT,PO BOX ONLY
04783,46.787807,-68.155212,STOCKHOLM,ME,Maine,AROOSTOOK,STANDARD
04785,46.986075,-68.042433,VAN BUREN,ME,Maine,AROOSTOOK,STANDARD
04786,46.793032,-68.105233,WASHBURN,ME,Maine,AROOSTOOK,STANDARD
04787,46.594523,-67.930172,WESTFIELD,ME,Maine,AROOSTOOK,STANDARD
04788,46.516166,-68.886826,WINTERVILLE,ME,Maine,AROOSTOOK,PO BOX ONLY
04841,44.128607,-69.068648,ROCKLAND,ME,Maine,KNOX,STANDARD
04843,44.12613,-69.029238,CAMDEN,ME,Maine,KNOX,STANDARD
04846,44.131005,-69.091111,GLEN COVE,ME,Maine,KNOX,PO BOX ONLY
04847,44.241072,-69.203015,HOPE,ME,Maine,KNOX,STANDARD
04848,44.309021,-68.900772,ISLESBORO,ME,Maine,WALDO,STANDARD
04849,44.324832,-68.998255,LINCOLNVILLE,ME,Maine,WALDO,STANDARD
04850,44.478694,-69.149559,LINCOLNVILLE CENTER,ME,Maine,WALDO,PO BOX ONLY
04851,44.032196,-69.148017,MATINICUS,ME,Maine,KNOX,PO BOX ONLY
04852,44.021333,-69.523263,MONHEGAN,ME,Maine,LINCOLN,PO BOX ONLY
04853,44.113472,-68.855722,NORTH HAVEN,ME,Maine,KNOX,STANDARD
04854,44.07951,-69.085574,OWLS HEAD,ME,Maine,KNOX,STANDARD
04855,44.032196,-69.148017,PORT CLYDE,ME,Maine,KNOX,PO BOX ONLY
04856,44.132144,-69.03416,ROCKPORT,ME,Maine,KNOX,STANDARD
04857,43.995024,-69.198524,SAINT GEORGE,ME,Maine,KNOX,STANDARD
04858,44.115186,-69.132883,SOUTH THOMASTON,ME,Maine,KNOX,STANDARD
04859,44.002248,-69.11955,SPRUCE HEAD,ME,Maine,KNOX,STANDARD
04860,43.963129,-69.213329,TENANTS HARBOR,ME,Maine,KNOX,STANDARD
04861,44.108131,-69.042704,THOMASTON,ME,Maine,KNOX,STANDARD
04862,44.231517,-69.219722,UNION,ME,Maine,KNOX,STANDARD
04863,44.08511,-68.841965,VINALHAVEN,ME,Maine,KNOX,STANDARD
04864,44.086333,-69.188163,WARREN,ME,Maine,KNOX,STANDARD
04865,44.192369,-69.121139,WEST ROCKPORT,ME,Maine,KNOX,PO BOX ONLY
04901,44.554321,-69.617809,WATERVILLE,ME,Maine,KENNEBEC,STANDARD
04903,44.549225,-69.713178,WATERVILLE,ME,Maine,KENNEBEC,STANDARD
04910,44.530366,-69.639976,ALBION,ME,Maine,KENNEBEC,STANDARD
04911,44.81062,-69.912885,ANSON,ME,Maine,SOMERSET,STANDARD
04912,44.9227,-69.67668,ATHENS,ME,Maine,SOMERSET,STANDARD
04915,44.404619,-69.040297,BELFAST,ME,Maine,WALDO,STANDARD
04917,44.480594,-69.83253,BELGRADE,ME,Maine,KENNEBEC,STANDARD
04918,44.414056,-69.751913,BELGRADE LAKES,ME,Maine,KENNEBEC,STANDARD
04920,45.575731,-69.909773,BINGHAM,ME,Maine,SOMERSET,STANDARD
04921,44.579387,-69.175448,BROOKS,ME,Maine,WALDO,STANDARD
04922,44.677388,-69.378829,BURNHAM,ME,Maine,WALDO,STANDARD
04923,45.036055,-69.438697,CAMBRIDGE,ME,Maine,SOMERSET,STANDARD
04924,44.743659,-69.585151,CANAAN,ME,Maine,SOMERSET,STANDARD
04925,45.575731,-69.909773,CARATUNK,ME,Maine,SOMERSET,STANDARD
04926,44.391167,-69.538257,CHINA VILLAGE,ME,Maine,KENNEBEC,PO BOX ONLY
04927,44.621084,-69.512609,CLINTON,ME,Maine,KENNEBEC,STANDARD
04928,44.944157,-69.228736,CORINNA,ME,Maine,PENOBSCOT,STANDARD
04929,44.761527,-69.322662,DETROIT,ME,Maine,SOMERSET,STANDARD
04930,44.964532,-69.203773,DEXTER,ME,Maine,PENOBSCOT,STANDARD
04932,44.6819,-69.121648,DIXMONT,ME,Maine,PENOBSCOT,STANDARD
04933,45.519867,-68.647416,EAST NEWPORT,ME,Maine,PENOBSCOT,PO BOX ONLY
04935,44.414056,-69.751913,EAST VASSALBORO,ME,Maine,KENNEBEC,PO BOX ONLY
04936,45.063384,-70.381639,EUSTIS,ME,Maine,FRANKLIN,STANDARD
04937,44.646261,-69.680158,FAIRFIELD,ME,Maine,SOMERSET,STANDARD
04938,44.650311,-70.129267,FARMINGTON,ME,Maine,FRANKLIN,STANDARD
04939,45.014913,-69.156965,GARLAND,ME,Maine,PENOBSCOT,STANDARD
04940,44.622563,-70.075178,FARMINGTON FALLS,ME,Maine,FRANKLIN,PO BOX ONLY
04941,44.488583,-69.339221,FREEDOM,ME,Maine,WALDO,STANDARD
04942,44.973047,-69.548148,HARMONY,ME,Maine,SOMERSET,STANDARD
04943,44.896404,-69.464092,HARTLAND,ME,Maine,SOMERSET,STANDARD
04944,44.684737,-69.6425,HINCKLEY,ME,Maine,SOMERSET,PO BOX ONLY
04945,44.883675,-69.452187,JACKMAN,ME,Maine,SOMERSET,STANDARD
04947,45.063384,-70.381639,KINGFIELD,ME,Maine,FRANKLIN,STANDARD
04949,44.371549,-69.15555,LIBERTY,ME,Maine,WALDO,STANDARD
04950,44.786404,-69.805662,MADISON,ME,Maine,SOMERSET,STANDARD
04951,44.478694,-69.149559,MONROE,ME,Maine,WALDO,STANDARD
04952,44.39785,-69.142182,MORRILL,ME,Maine,WALDO,STANDARD
04953,44.863406,-69.266827,NEWPORT,ME,Maine,PENOBSCOT,STANDARD
04954,45.575731,-69.909773,NEW PORTLAND,ME,Maine,SOMERSET,PO BOX ONLY
04955,44.60363,-70.010292,NEW SHARON,ME,Maine,FRANKLIN,STANDARD
04956,44.952578,-70.183554,NEW VINEYARD,ME,Maine,FRANKLIN,STANDARD
04957,44.707468,-69.818804,NORRIDGEWOCK,ME,Maine,SOMERSET,STANDARD
04958,44.8019,-69.946593,NORTH ANSON,ME,Maine,SOMERSET,STANDARD
04961,45.575731,-69.909773,NORTH NEW PORTLAND,ME,Maine,SOMERSET,STANDARD
04962,44.479288,-69.622006,NORTH VASSALBORO,ME,Maine,KENNEBEC,STANDARD
04963,44.557111,-69.826495,OAKLAND,ME,Maine,KENNEBEC,STANDARD
04964,45.063384,-70.381639,OQUOSSOC,ME,Maine,FRANKLIN,PO BOX ONLY
04965,44.802655,-69.537715,PALMYRA,ME,Maine,SOMERSET,STANDARD
04966,45.063384,-70.381639,PHILLIPS,ME,Maine,FRANKLIN,STANDARD
04967,44.760948,-69.387705,PITTSFIELD,ME,Maine,SOMERSET,STANDARD
04969,44.772503,-69.247539,PLYMOUTH,ME,Maine,PENOBSCOT,STANDARD
04970,44.985998,-70.660181,RANGELEY,ME,Maine,FRANKLIN,STANDARD
04971,44.93183,-69.403011,SAINT ALBANS,ME,Maine,SOMERSET,STANDARD
04972,44.478694,-69.149559,SANDY POINT,ME,Maine,WALDO,PO BOX ONLY
04973,44.357201,-69.215906,SEARSMONT,ME,Maine,WALDO,STANDARD
04974,44.489412,-68.933051,SEARSPORT,ME,Maine,WALDO,STANDARD
04975,44.624515,-69.586852,SHAWMUT,ME,Maine,SOMERSET,PO BOX ONLY
04976,44.769303,-69.593975,SKOWHEGAN,ME,Maine,SOMERSET,STANDARD
04978,44.62111,-69.770923,SMITHFIELD,ME,Maine,SOMERSET,STANDARD
04979,44.931415,-69.834764,SOLON,ME,Maine,SOMERSET,STANDARD
04981,44.501114,-68.891743,STOCKTON SPRINGS,ME,Maine,WALDO,STANDARD
04982,45.063384,-70.381639,STRATTON,ME,Maine,FRANKLIN,STANDARD
04983,44.814175,-70.187221,STRONG,ME,Maine,FRANKLIN,STANDARD
04984,44.670079,-70.196855,TEMPLE,ME,Maine,FRANKLIN,STANDARD
04985,45.575731,-69.909773,WEST FORKS,ME,Maine,SOMERSET,STANDARD
04986,44.513048,-69.183929,THORNDIKE,ME,Maine,WALDO,STANDARD
04987,44.478694,-69.149559,TROY,ME,Maine,WALDO,STANDARD
04988,44.601175,-69.357191,UNITY,ME,Maine,WALDO,STANDARD
04989,44.427757,-69.635908,VASSALBORO,ME,Maine,KENNEBEC,STANDARD
04992,44.662822,-70.153049,WEST FARMINGTON,ME,Maine,FRANKLIN,PO BOX ONLY
05001,43.591821,-72.463589,WHITE RIVER JUNCTION,VT,Vermont,WINDSOR,STANDARD
05009,43.592039,-72.588407,WHITE RIVER JUNCTION,VT,Vermont,WINDSOR,UNIQUE
05030,43.410672,-72.429777,ASCUTNEY,VT,Vermont,WINDSOR,PO BOX ONLY
05031,43.657625,-72.54586,BARNARD,VT,Vermont,WINDSOR,PO BOX ONLY
05032,43.758758,-72.688169,BETHEL,VT,Vermont,WINDSOR,STANDARD
05033,44.004691,-72.15845,BRADFORD,VT,Vermont,ORANGE,STANDARD
05034,43.592527,-72.621578,BRIDGEWATER,VT,Vermont,WINDSOR,STANDARD
05035,43.599795,-72.675164,BRIDGEWATER CORNERS,VT,Vermont,WINDSOR,STANDARD
05036,44.017782,-72.577365,BROOKFIELD,VT,Vermont,ORANGE,STANDARD
05037,43.467179,-72.488285,BROWNSVILLE,VT,Vermont,WINDSOR,STANDARD
05038,43.994212,-72.457153,CHELSEA,VT,Vermont,ORANGE,STANDARD
05039,44.033236,-72.293631,CORINTH,VT,Vermont,ORANGE,STANDARD
05040,44.077918,-72.210962,EAST CORINTH,VT,Vermont,ORANGE,STANDARD
05041,43.995961,-72.411393,EAST RANDOLPH,VT,Vermont,ORANGE,STANDARD
05042,44.359629,-72.086586,EAST RYEGATE,VT,Vermont,CALEDONIA,STANDARD
05043,43.807282,-72.214693,EAST THETFORD,VT,Vermont,ORANGE,STANDARD
05045,43.928681,-72.196635,FAIRLEE,VT,Vermont,ORANGE,STANDARD
05046,44.281506,-72.207573,GROTON,VT,Vermont,CALEDONIA,STANDARD
05047,43.672103,-72.355539,HARTFORD,VT,Vermont,WINDSOR,PO BOX ONLY
05048,43.573379,-72.402698,HARTLAND,VT,Vermont,WINDSOR,STANDARD
05049,43.592039,-72.588407,HARTLAND FOUR CORNERS,VT,Vermont,WINDSOR,PO BOX ONLY
